180605164434.620,10,I,1,128,180605164434.620180605164434.620180605164434.620180605164434.620180605164434.620180605164434.620180605164434.620180605164434.620
180605164434.630,11,A,2,512,180605164434.630180605164434.630180605164434.630180605164434.630180605164434.630180605164434.630180605164434.630180605164434.630180605164434.630180605164434.630180605164434.630180605164434.630180605164434.630180605164434.630180605164434.630180605164434.630180605164434.630180605164434.630180605164434.630180605164434.630180605164434.630180605164434.630180605164434.630180605164434.630180605164434.630180605164434.630180605164434.630180605164434.630180605164434.630180605164434.630180605164434.630180605164434.630
180605164434.639,12,A,0,512,180605164434.639180605164434.639180605164434.639180605164434.639180605164434.639180605164434.639180605164434.639180605164434.639180605164434.639180605164434.639180605164434.639180605164434.639180605164434.639180605164434.639180605164434.639180605164434.639180605164434.639180605164434.639180605164434.639180605164434.639180605164434.639180605164434.639180605164434.639180605164434.639180605164434.639180605164434.639180605164434.639180605164434.639180605164434.639180605164434.639180605164434.639180605164434.639
180605164434.649,13,I,1,128,180605164434.649180605164434.649180605164434.649180605164434.649180605164434.649180605164434.649180605164434.649180605164434.649
180605164434.659,14,I,2,1024,180605164434.659180605164434.659180605164434.659180605164434.659180605164434.659180605164434.659180605164434.659180605164434.659180605164434.659180605164434.659180605164434.659180605164434.659180605164434.659180605164434.659180605164434.659180605164434.659180605164434.659180605164434.659180605164434.659180605164434.659180605164434.659180605164434.659180605164434.659180605164434.659180605164434.659180605164434.659180605164434.659180605164434.659180605164434.659180605164434.659180605164434.659180605164434.659180605164434.659180605164434.659180605164434.659180605164434.659180605164434.659180605164434.659180605164434.659180605164434.659180605164434.659180605164434.659180605164434.659180605164434.659180605164434.659180605164434.659180605164434.659180605164434.659180605164434.659180605164434.659180605164434.659180605164434.659180605164434.659180605164434.659180605164434.659180605164434.659180605164434.659180605164434.659180605164434.659180605164434.659180605164434.659180605164434.659180605164434.659180605164434.659
180605164434.669,15,A,0,512,180605164434.669180605164434.669180605164434.669180605164434.669180605164434.669180605164434.669180605164434.669180605164434.669180605164434.669180605164434.669180605164434.669180605164434.669180605164434.669180605164434.669180605164434.669180605164434.669180605164434.669180605164434.669180605164434.669180605164434.669180605164434.669180605164434.669180605164434.669180605164434.669180605164434.669180605164434.669180605164434.669180605164434.669180605164434.669180605164434.669180605164434.669180605164434.669
180605164434.679,16,I,1,512,180605164434.679180605164434.679180605164434.679180605164434.679180605164434.679180605164434.679180605164434.679180605164434.679180605164434.679180605164434.679180605164434.679180605164434.679180605164434.679180605164434.679180605164434.679180605164434.679180605164434.679180605164434.679180605164434.679180605164434.679180605164434.679180605164434.679180605164434.679180605164434.679180605164434.679180605164434.679180605164434.679180605164434.679180605164434.679180605164434.679180605164434.679180605164434.679
180605164434.689,17,A,2,1024,180605164434.689180605164434.689180605164434.689180605164434.689180605164434.689180605164434.689180605164434.689180605164434.689180605164434.689180605164434.689180605164434.689180605164434.689180605164434.689180605164434.689180605164434.689180605164434.689180605164434.689180605164434.689180605164434.689180605164434.689180605164434.689180605164434.689180605164434.689180605164434.689180605164434.689180605164434.689180605164434.689180605164434.689180605164434.689180605164434.689180605164434.689180605164434.689180605164434.689180605164434.689180605164434.689180605164434.689180605164434.689180605164434.689180605164434.689180605164434.689180605164434.689180605164434.689180605164434.689180605164434.689180605164434.689180605164434.689180605164434.689180605164434.689180605164434.689180605164434.689180605164434.689180605164434.689180605164434.689180605164434.689180605164434.689180605164434.689180605164434.689180605164434.689180605164434.689180605164434.689180605164434.689180605164434.689180605164434.689180605164434.689
180605164434.700,18,A,0,512,180605164434.700180605164434.700180605164434.700180605164434.700180605164434.700180605164434.700180605164434.700180605164434.700180605164434.700180605164434.700180605164434.700180605164434.700180605164434.700180605164434.700180605164434.700180605164434.700180605164434.700180605164434.700180605164434.700180605164434.700180605164434.700180605164434.700180605164434.700180605164434.700180605164434.700180605164434.700180605164434.700180605164434.700180605164434.700180605164434.700180605164434.700180605164434.700
180605164434.710,19,A,1,128,180605164434.710180605164434.710180605164434.710180605164434.710180605164434.710180605164434.710180605164434.710180605164434.710
180605164434.720,20,I,2,128,180605164434.720180605164434.720180605164434.720180605164434.720180605164434.720180605164434.720180605164434.720180605164434.720
180605164434.732,21,I,0,1024,180605164434.732180605164434.732180605164434.732180605164434.732180605164434.732180605164434.732180605164434.732180605164434.732180605164434.732180605164434.732180605164434.732180605164434.732180605164434.732180605164434.732180605164434.732180605164434.732180605164434.732180605164434.732180605164434.732180605164434.732180605164434.732180605164434.732180605164434.732180605164434.732180605164434.732180605164434.732180605164434.732180605164434.732180605164434.732180605164434.732180605164434.732180605164434.732180605164434.732180605164434.732180605164434.732180605164434.732180605164434.732180605164434.732180605164434.732180605164434.732180605164434.732180605164434.732180605164434.732180605164434.732180605164434.732180605164434.732180605164434.732180605164434.732180605164434.732180605164434.732180605164434.732180605164434.732180605164434.732180605164434.732180605164434.732180605164434.732180605164434.732180605164434.732180605164434.732180605164434.732180605164434.732180605164434.732180605164434.732180605164434.732
180605164434.747,22,A,1,128,180605164434.747180605164434.747180605164434.747180605164434.747180605164434.747180605164434.747180605164434.747180605164434.747
180605164434.757,23,I,2,512,180605164434.757180605164434.757180605164434.757180605164434.757180605164434.757180605164434.757180605164434.757180605164434.757180605164434.757180605164434.757180605164434.757180605164434.757180605164434.757180605164434.757180605164434.757180605164434.757180605164434.757180605164434.757180605164434.757180605164434.757180605164434.757180605164434.757180605164434.757180605164434.757180605164434.757180605164434.757180605164434.757180605164434.757180605164434.757180605164434.757180605164434.757180605164434.757
180605164434.768,24,A,0,128,180605164434.768180605164434.768180605164434.768180605164434.768180605164434.768180605164434.768180605164434.768180605164434.768
180605164434.778,25,A,1,128,180605164434.778180605164434.778180605164434.778180605164434.778180605164434.778180605164434.778180605164434.778180605164434.778
180605164434.788,26,I,2,1024,180605164434.788180605164434.788180605164434.788180605164434.788180605164434.788180605164434.788180605164434.788180605164434.788180605164434.788180605164434.788180605164434.788180605164434.788180605164434.788180605164434.788180605164434.788180605164434.788180605164434.788180605164434.788180605164434.788180605164434.788180605164434.788180605164434.788180605164434.788180605164434.788180605164434.788180605164434.788180605164434.788180605164434.788180605164434.788180605164434.788180605164434.788180605164434.788180605164434.788180605164434.788180605164434.788180605164434.788180605164434.788180605164434.788180605164434.788180605164434.788180605164434.788180605164434.788180605164434.788180605164434.788180605164434.788180605164434.788180605164434.788180605164434.788180605164434.788180605164434.788180605164434.788180605164434.788180605164434.788180605164434.788180605164434.788180605164434.788180605164434.788180605164434.788180605164434.788180605164434.788180605164434.788180605164434.788180605164434.788180605164434.788
180605164434.798,27,I,0,512,180605164434.798180605164434.798180605164434.798180605164434.798180605164434.798180605164434.798180605164434.798180605164434.798180605164434.798180605164434.798180605164434.798180605164434.798180605164434.798180605164434.798180605164434.798180605164434.798180605164434.798180605164434.798180605164434.798180605164434.798180605164434.798180605164434.798180605164434.798180605164434.798180605164434.798180605164434.798180605164434.798180605164434.798180605164434.798180605164434.798180605164434.798180605164434.798
180605164434.808,28,A,1,128,180605164434.808180605164434.808180605164434.808180605164434.808180605164434.808180605164434.808180605164434.808180605164434.808
180605164434.818,29,I,2,128,180605164434.818180605164434.818180605164434.818180605164434.818180605164434.818180605164434.818180605164434.818180605164434.818
180605164434.828,30,A,0,128,180605164434.828180605164434.828180605164434.828180605164434.828180605164434.828180605164434.828180605164434.828180605164434.828
180605164434.838,31,I,1,1024,180605164434.838180605164434.838180605164434.838180605164434.838180605164434.838180605164434.838180605164434.838180605164434.838180605164434.838180605164434.838180605164434.838180605164434.838180605164434.838180605164434.838180605164434.838180605164434.838180605164434.838180605164434.838180605164434.838180605164434.838180605164434.838180605164434.838180605164434.838180605164434.838180605164434.838180605164434.838180605164434.838180605164434.838180605164434.838180605164434.838180605164434.838180605164434.838180605164434.838180605164434.838180605164434.838180605164434.838180605164434.838180605164434.838180605164434.838180605164434.838180605164434.838180605164434.838180605164434.838180605164434.838180605164434.838180605164434.838180605164434.838180605164434.838180605164434.838180605164434.838180605164434.838180605164434.838180605164434.838180605164434.838180605164434.838180605164434.838180605164434.838180605164434.838180605164434.838180605164434.838180605164434.838180605164434.838180605164434.838180605164434.838
180605164434.848,32,A,2,1024,180605164434.848180605164434.848180605164434.848180605164434.848180605164434.848180605164434.848180605164434.848180605164434.848180605164434.848180605164434.848180605164434.848180605164434.848180605164434.848180605164434.848180605164434.848180605164434.848180605164434.848180605164434.848180605164434.848180605164434.848180605164434.848180605164434.848180605164434.848180605164434.848180605164434.848180605164434.848180605164434.848180605164434.848180605164434.848180605164434.848180605164434.848180605164434.848180605164434.848180605164434.848180605164434.848180605164434.848180605164434.848180605164434.848180605164434.848180605164434.848180605164434.848180605164434.848180605164434.848180605164434.848180605164434.848180605164434.848180605164434.848180605164434.848180605164434.848180605164434.848180605164434.848180605164434.848180605164434.848180605164434.848180605164434.848180605164434.848180605164434.848180605164434.848180605164434.848180605164434.848180605164434.848180605164434.848180605164434.848180605164434.848
180605164434.858,33,I,0,1024,180605164434.858180605164434.858180605164434.858180605164434.858180605164434.858180605164434.858180605164434.858180605164434.858180605164434.858180605164434.858180605164434.858180605164434.858180605164434.858180605164434.858180605164434.858180605164434.858180605164434.858180605164434.858180605164434.858180605164434.858180605164434.858180605164434.858180605164434.858180605164434.858180605164434.858180605164434.858180605164434.858180605164434.858180605164434.858180605164434.858180605164434.858180605164434.858180605164434.858180605164434.858180605164434.858180605164434.858180605164434.858180605164434.858180605164434.858180605164434.858180605164434.858180605164434.858180605164434.858180605164434.858180605164434.858180605164434.858180605164434.858180605164434.858180605164434.858180605164434.858180605164434.858180605164434.858180605164434.858180605164434.858180605164434.858180605164434.858180605164434.858180605164434.858180605164434.858180605164434.858180605164434.858180605164434.858180605164434.858180605164434.858
180605164434.869,34,I,1,1024,180605164434.869180605164434.869180605164434.869180605164434.869180605164434.869180605164434.869180605164434.869180605164434.869180605164434.869180605164434.869180605164434.869180605164434.869180605164434.869180605164434.869180605164434.869180605164434.869180605164434.869180605164434.869180605164434.869180605164434.869180605164434.869180605164434.869180605164434.869180605164434.869180605164434.869180605164434.869180605164434.869180605164434.869180605164434.869180605164434.869180605164434.869180605164434.869180605164434.869180605164434.869180605164434.869180605164434.869180605164434.869180605164434.869180605164434.869180605164434.869180605164434.869180605164434.869180605164434.869180605164434.869180605164434.869180605164434.869180605164434.869180605164434.869180605164434.869180605164434.869180605164434.869180605164434.869180605164434.869180605164434.869180605164434.869180605164434.869180605164434.869180605164434.869180605164434.869180605164434.869180605164434.869180605164434.869180605164434.869180605164434.869
180605164434.879,35,A,2,128,180605164434.879180605164434.879180605164434.879180605164434.879180605164434.879180605164434.879180605164434.879180605164434.879
180605164434.889,36,A,0,128,180605164434.889180605164434.889180605164434.889180605164434.889180605164434.889180605164434.889180605164434.889180605164434.889
180605164434.900,37,I,1,1024,180605164434.900180605164434.900180605164434.900180605164434.900180605164434.900180605164434.900180605164434.900180605164434.900180605164434.900180605164434.900180605164434.900180605164434.900180605164434.900180605164434.900180605164434.900180605164434.900180605164434.900180605164434.900180605164434.900180605164434.900180605164434.900180605164434.900180605164434.900180605164434.900180605164434.900180605164434.900180605164434.900180605164434.900180605164434.900180605164434.900180605164434.900180605164434.900180605164434.900180605164434.900180605164434.900180605164434.900180605164434.900180605164434.900180605164434.900180605164434.900180605164434.900180605164434.900180605164434.900180605164434.900180605164434.900180605164434.900180605164434.900180605164434.900180605164434.900180605164434.900180605164434.900180605164434.900180605164434.900180605164434.900180605164434.900180605164434.900180605164434.900180605164434.900180605164434.900180605164434.900180605164434.900180605164434.900180605164434.900180605164434.900
180605164434.910,38,I,2,1024,180605164434.910180605164434.910180605164434.910180605164434.910180605164434.910180605164434.910180605164434.910180605164434.910180605164434.910180605164434.910180605164434.910180605164434.910180605164434.910180605164434.910180605164434.910180605164434.910180605164434.910180605164434.910180605164434.910180605164434.910180605164434.910180605164434.910180605164434.910180605164434.910180605164434.910180605164434.910180605164434.910180605164434.910180605164434.910180605164434.910180605164434.910180605164434.910180605164434.910180605164434.910180605164434.910180605164434.910180605164434.910180605164434.910180605164434.910180605164434.910180605164434.910180605164434.910180605164434.910180605164434.910180605164434.910180605164434.910180605164434.910180605164434.910180605164434.910180605164434.910180605164434.910180605164434.910180605164434.910180605164434.910180605164434.910180605164434.910180605164434.910180605164434.910180605164434.910180605164434.910180605164434.910180605164434.910180605164434.910180605164434.910
180605164434.920,39,A,0,128,180605164434.920180605164434.920180605164434.920180605164434.920180605164434.920180605164434.920180605164434.920180605164434.920
180605164434.930,40,A,1,1024,180605164434.930180605164434.930180605164434.930180605164434.930180605164434.930180605164434.930180605164434.930180605164434.930180605164434.930180605164434.930180605164434.930180605164434.930180605164434.930180605164434.930180605164434.930180605164434.930180605164434.930180605164434.930180605164434.930180605164434.930180605164434.930180605164434.930180605164434.930180605164434.930180605164434.930180605164434.930180605164434.930180605164434.930180605164434.930180605164434.930180605164434.930180605164434.930180605164434.930180605164434.930180605164434.930180605164434.930180605164434.930180605164434.930180605164434.930180605164434.930180605164434.930180605164434.930180605164434.930180605164434.930180605164434.930180605164434.930180605164434.930180605164434.930180605164434.930180605164434.930180605164434.930180605164434.930180605164434.930180605164434.930180605164434.930180605164434.930180605164434.930180605164434.930180605164434.930180605164434.930180605164434.930180605164434.930180605164434.930180605164434.930
180605164434.940,41,A,2,512,180605164434.940180605164434.940180605164434.940180605164434.940180605164434.940180605164434.940180605164434.940180605164434.940180605164434.940180605164434.940180605164434.940180605164434.940180605164434.940180605164434.940180605164434.940180605164434.940180605164434.940180605164434.940180605164434.940180605164434.940180605164434.940180605164434.940180605164434.940180605164434.940180605164434.940180605164434.940180605164434.940180605164434.940180605164434.940180605164434.940180605164434.940180605164434.940
180605164434.950,42,A,0,512,180605164434.950180605164434.950180605164434.950180605164434.950180605164434.950180605164434.950180605164434.950180605164434.950180605164434.950180605164434.950180605164434.950180605164434.950180605164434.950180605164434.950180605164434.950180605164434.950180605164434.950180605164434.950180605164434.950180605164434.950180605164434.950180605164434.950180605164434.950180605164434.950180605164434.950180605164434.950180605164434.950180605164434.950180605164434.950180605164434.950180605164434.950180605164434.950
180605164434.961,43,A,1,1024,180605164434.961180605164434.961180605164434.961180605164434.961180605164434.961180605164434.961180605164434.961180605164434.961180605164434.961180605164434.961180605164434.961180605164434.961180605164434.961180605164434.961180605164434.961180605164434.961180605164434.961180605164434.961180605164434.961180605164434.961180605164434.961180605164434.961180605164434.961180605164434.961180605164434.961180605164434.961180605164434.961180605164434.961180605164434.961180605164434.961180605164434.961180605164434.961180605164434.961180605164434.961180605164434.961180605164434.961180605164434.961180605164434.961180605164434.961180605164434.961180605164434.961180605164434.961180605164434.961180605164434.961180605164434.961180605164434.961180605164434.961180605164434.961180605164434.961180605164434.961180605164434.961180605164434.961180605164434.961180605164434.961180605164434.961180605164434.961180605164434.961180605164434.961180605164434.961180605164434.961180605164434.961180605164434.961180605164434.961180605164434.961
180605164434.971,44,I,2,128,180605164434.971180605164434.971180605164434.971180605164434.971180605164434.971180605164434.971180605164434.971180605164434.971
180605164434.981,45,I,0,1024,180605164434.981180605164434.981180605164434.981180605164434.981180605164434.981180605164434.981180605164434.981180605164434.981180605164434.981180605164434.981180605164434.981180605164434.981180605164434.981180605164434.981180605164434.981180605164434.981180605164434.981180605164434.981180605164434.981180605164434.981180605164434.981180605164434.981180605164434.981180605164434.981180605164434.981180605164434.981180605164434.981180605164434.981180605164434.981180605164434.981180605164434.981180605164434.981180605164434.981180605164434.981180605164434.981180605164434.981180605164434.981180605164434.981180605164434.981180605164434.981180605164434.981180605164434.981180605164434.981180605164434.981180605164434.981180605164434.981180605164434.981180605164434.981180605164434.981180605164434.981180605164434.981180605164434.981180605164434.981180605164434.981180605164434.981180605164434.981180605164434.981180605164434.981180605164434.981180605164434.981180605164434.981180605164434.981180605164434.981180605164434.981
180605164434.991,46,A,1,512,180605164434.991180605164434.991180605164434.991180605164434.991180605164434.991180605164434.991180605164434.991180605164434.991180605164434.991180605164434.991180605164434.991180605164434.991180605164434.991180605164434.991180605164434.991180605164434.991180605164434.991180605164434.991180605164434.991180605164434.991180605164434.991180605164434.991180605164434.991180605164434.991180605164434.991180605164434.991180605164434.991180605164434.991180605164434.991180605164434.991180605164434.991180605164434.991
180605164435.001,47,A,2,1024,180605164435.001180605164435.001180605164435.001180605164435.001180605164435.001180605164435.001180605164435.001180605164435.001180605164435.001180605164435.001180605164435.001180605164435.001180605164435.001180605164435.001180605164435.001180605164435.001180605164435.001180605164435.001180605164435.001180605164435.001180605164435.001180605164435.001180605164435.001180605164435.001180605164435.001180605164435.001180605164435.001180605164435.001180605164435.001180605164435.001180605164435.001180605164435.001180605164435.001180605164435.001180605164435.001180605164435.001180605164435.001180605164435.001180605164435.001180605164435.001180605164435.001180605164435.001180605164435.001180605164435.001180605164435.001180605164435.001180605164435.001180605164435.001180605164435.001180605164435.001180605164435.001180605164435.001180605164435.001180605164435.001180605164435.001180605164435.001180605164435.001180605164435.001180605164435.001180605164435.001180605164435.001180605164435.001180605164435.001180605164435.001
180605164435.011,48,A,0,128,180605164435.011180605164435.011180605164435.011180605164435.011180605164435.011180605164435.011180605164435.011180605164435.011
180605164435.021,49,I,1,1024,180605164435.021180605164435.021180605164435.021180605164435.021180605164435.021180605164435.021180605164435.021180605164435.021180605164435.021180605164435.021180605164435.021180605164435.021180605164435.021180605164435.021180605164435.021180605164435.021180605164435.021180605164435.021180605164435.021180605164435.021180605164435.021180605164435.021180605164435.021180605164435.021180605164435.021180605164435.021180605164435.021180605164435.021180605164435.021180605164435.021180605164435.021180605164435.021180605164435.021180605164435.021180605164435.021180605164435.021180605164435.021180605164435.021180605164435.021180605164435.021180605164435.021180605164435.021180605164435.021180605164435.021180605164435.021180605164435.021180605164435.021180605164435.021180605164435.021180605164435.021180605164435.021180605164435.021180605164435.021180605164435.021180605164435.021180605164435.021180605164435.021180605164435.021180605164435.021180605164435.021180605164435.021180605164435.021180605164435.021180605164435.021
180605164435.036,50,A,2,512,180605164435.036180605164435.036180605164435.036180605164435.036180605164435.036180605164435.036180605164435.036180605164435.036180605164435.036180605164435.036180605164435.036180605164435.036180605164435.036180605164435.036180605164435.036180605164435.036180605164435.036180605164435.036180605164435.036180605164435.036180605164435.036180605164435.036180605164435.036180605164435.036180605164435.036180605164435.036180605164435.036180605164435.036180605164435.036180605164435.036180605164435.036180605164435.036
180605164435.046,51,I,0,512,180605164435.046180605164435.046180605164435.046180605164435.046180605164435.046180605164435.046180605164435.046180605164435.046180605164435.046180605164435.046180605164435.046180605164435.046180605164435.046180605164435.046180605164435.046180605164435.046180605164435.046180605164435.046180605164435.046180605164435.046180605164435.046180605164435.046180605164435.046180605164435.046180605164435.046180605164435.046180605164435.046180605164435.046180605164435.046180605164435.046180605164435.046180605164435.046
180605164435.056,52,I,1,1024,180605164435.056180605164435.056180605164435.056180605164435.056180605164435.056180605164435.056180605164435.056180605164435.056180605164435.056180605164435.056180605164435.056180605164435.056180605164435.056180605164435.056180605164435.056180605164435.056180605164435.056180605164435.056180605164435.056180605164435.056180605164435.056180605164435.056180605164435.056180605164435.056180605164435.056180605164435.056180605164435.056180605164435.056180605164435.056180605164435.056180605164435.056180605164435.056180605164435.056180605164435.056180605164435.056180605164435.056180605164435.056180605164435.056180605164435.056180605164435.056180605164435.056180605164435.056180605164435.056180605164435.056180605164435.056180605164435.056180605164435.056180605164435.056180605164435.056180605164435.056180605164435.056180605164435.056180605164435.056180605164435.056180605164435.056180605164435.056180605164435.056180605164435.056180605164435.056180605164435.056180605164435.056180605164435.056180605164435.056180605164435.056
180605164435.066,53,A,2,128,180605164435.066180605164435.066180605164435.066180605164435.066180605164435.066180605164435.066180605164435.066180605164435.066
180605164435.076,54,I,0,512,180605164435.076180605164435.076180605164435.076180605164435.076180605164435.076180605164435.076180605164435.076180605164435.076180605164435.076180605164435.076180605164435.076180605164435.076180605164435.076180605164435.076180605164435.076180605164435.076180605164435.076180605164435.076180605164435.076180605164435.076180605164435.076180605164435.076180605164435.076180605164435.076180605164435.076180605164435.076180605164435.076180605164435.076180605164435.076180605164435.076180605164435.076180605164435.076
180605164435.086,55,A,1,128,180605164435.086180605164435.086180605164435.086180605164435.086180605164435.086180605164435.086180605164435.086180605164435.086
180605164435.096,56,I,2,1024,180605164435.096180605164435.096180605164435.096180605164435.096180605164435.096180605164435.096180605164435.096180605164435.096180605164435.096180605164435.096180605164435.096180605164435.096180605164435.096180605164435.096180605164435.096180605164435.096180605164435.096180605164435.096180605164435.096180605164435.096180605164435.096180605164435.096180605164435.096180605164435.096180605164435.096180605164435.096180605164435.096180605164435.096180605164435.096180605164435.096180605164435.096180605164435.096180605164435.096180605164435.096180605164435.096180605164435.096180605164435.096180605164435.096180605164435.096180605164435.096180605164435.096180605164435.096180605164435.096180605164435.096180605164435.096180605164435.096180605164435.096180605164435.096180605164435.096180605164435.096180605164435.096180605164435.096180605164435.096180605164435.096180605164435.096180605164435.096180605164435.096180605164435.096180605164435.096180605164435.096180605164435.096180605164435.096180605164435.096180605164435.096
180605164435.108,57,I,0,1024,180605164435.108180605164435.108180605164435.108180605164435.108180605164435.108180605164435.108180605164435.108180605164435.108180605164435.108180605164435.108180605164435.108180605164435.108180605164435.108180605164435.108180605164435.108180605164435.108180605164435.108180605164435.108180605164435.108180605164435.108180605164435.108180605164435.108180605164435.108180605164435.108180605164435.108180605164435.108180605164435.108180605164435.108180605164435.108180605164435.108180605164435.108180605164435.108180605164435.108180605164435.108180605164435.108180605164435.108180605164435.108180605164435.108180605164435.108180605164435.108180605164435.108180605164435.108180605164435.108180605164435.108180605164435.108180605164435.108180605164435.108180605164435.108180605164435.108180605164435.108180605164435.108180605164435.108180605164435.108180605164435.108180605164435.108180605164435.108180605164435.108180605164435.108180605164435.108180605164435.108180605164435.108180605164435.108180605164435.108180605164435.108
180605164435.117,58,I,1,128,180605164435.117180605164435.117180605164435.117180605164435.117180605164435.117180605164435.117180605164435.117180605164435.117
180605164435.127,59,I,2,128,180605164435.127180605164435.127180605164435.127180605164435.127180605164435.127180605164435.127180605164435.127180605164435.127
180605164435.137,60,A,0,512,180605164435.137180605164435.137180605164435.137180605164435.137180605164435.137180605164435.137180605164435.137180605164435.137180605164435.137180605164435.137180605164435.137180605164435.137180605164435.137180605164435.137180605164435.137180605164435.137180605164435.137180605164435.137180605164435.137180605164435.137180605164435.137180605164435.137180605164435.137180605164435.137180605164435.137180605164435.137180605164435.137180605164435.137180605164435.137180605164435.137180605164435.137180605164435.137
180605164435.147,61,A,1,128,180605164435.147180605164435.147180605164435.147180605164435.147180605164435.147180605164435.147180605164435.147180605164435.147
180605164435.157,62,I,2,1024,180605164435.157180605164435.157180605164435.157180605164435.157180605164435.157180605164435.157180605164435.157180605164435.157180605164435.157180605164435.157180605164435.157180605164435.157180605164435.157180605164435.157180605164435.157180605164435.157180605164435.157180605164435.157180605164435.157180605164435.157180605164435.157180605164435.157180605164435.157180605164435.157180605164435.157180605164435.157180605164435.157180605164435.157180605164435.157180605164435.157180605164435.157180605164435.157180605164435.157180605164435.157180605164435.157180605164435.157180605164435.157180605164435.157180605164435.157180605164435.157180605164435.157180605164435.157180605164435.157180605164435.157180605164435.157180605164435.157180605164435.157180605164435.157180605164435.157180605164435.157180605164435.157180605164435.157180605164435.157180605164435.157180605164435.157180605164435.157180605164435.157180605164435.157180605164435.157180605164435.157180605164435.157180605164435.157180605164435.157180605164435.157
180605164435.167,63,I,0,1024,180605164435.167180605164435.167180605164435.167180605164435.167180605164435.167180605164435.167180605164435.167180605164435.167180605164435.167180605164435.167180605164435.167180605164435.167180605164435.167180605164435.167180605164435.167180605164435.167180605164435.167180605164435.167180605164435.167180605164435.167180605164435.167180605164435.167180605164435.167180605164435.167180605164435.167180605164435.167180605164435.167180605164435.167180605164435.167180605164435.167180605164435.167180605164435.167180605164435.167180605164435.167180605164435.167180605164435.167180605164435.167180605164435.167180605164435.167180605164435.167180605164435.167180605164435.167180605164435.167180605164435.167180605164435.167180605164435.167180605164435.167180605164435.167180605164435.167180605164435.167180605164435.167180605164435.167180605164435.167180605164435.167180605164435.167180605164435.167180605164435.167180605164435.167180605164435.167180605164435.167180605164435.167180605164435.167180605164435.167180605164435.167
